codigo,tipo,datareceb,descricao,valor,NumTitulo,Serie,Instituicao,ContaContabil,ContaContabilDebito,N,Tipo_C,Codigo_C,Numero
193931,C,2025-01-21 00:00:00.000,RESGATE FUNDOS,"500.000,00",0,,237,0,0,0,0,0,NULL
193839,C,2025-01-15 00:00:00.000,RESGATE FUNDOS,"374.916,41",0,,237,0,0,0,0,0,NULL
193840,D,2025-01-15 00:00:00.000,RETIRADA DE LUCRO - DIEGO,"335.000,00",0,,237,0,0,0,0,0,NULL
193935,D,2025-01-21 00:00:00.000,RETIRADA DE LUCRO,"335.000,00",0,,237,0,9,0,0,0,NULL
193841,D,2025-01-15 00:00:00.000,RETIRADA DE LUCRO - JAIR,"165.000,00",0,,237,0,0,0,0,0,NULL
193936,D,2025-01-21 00:00:00.000,RETIRADA DE LUCRO,"165.000,00",0,,237,0,9,0,0,0,NULL
193838,C,2025-01-15 00:00:00.000,RESG/VENCTO CDB,"125.082,60",0,,237,0,0,0,0,0,NULL
197890,C,2025-09-12 00:00:00.000,Lançamento Referente Recebimento Duplicata,"87.777,46",55095,100,237,2,0,1,1,5832,55095
196226,D,2025-06-10 00:00:00.000,APLICACAO CDB,"83.147,09",0,,237,0,0,0,0,0,NULL
196175,C,2025-06-06 00:00:00.000,RESG AUTOMATICO INVESTIM,"80.269,39",0,,237,0,0,0,0,0,NULL
195820,D,2025-05-14 00:00:00.000,APLICACAO INVESTIMENTOS,"77.713,69",0,,237,0,0,0,0,0,NULL
194829,D,2025-03-18 00:00:00.000,APLICACAO INVESTIMENTOS,"77.477,99",0,,237,0,0,0,0,0,NULL
197728,C,2025-09-05 00:00:00.000,RESG AUTOMATICO INVESTIM,"76.893,00",0,,237,0,0,0,0,0,NULL
197439,D,2025-08-18 00:00:00.000,APLICACAO CDB,"73.107,00",0,,237,0,0,0,0,0,NULL
199079,C,2025-11-25 00:00:00.000,Lançamento Referente Recebimento Duplicata,"68.202,72",55509,100,2,2,0,1,1,5832,55509
196795,D,2025-07-10 00:00:00.000,APLICACAO CDB,"66.102,61",0,,237,0,0,0,0,0,NULL
198514,C,2025-10-22 00:00:00.000,Lançamento Referente Recebimento Duplicata,"65.925,59",55268,100,2,2,0,1,1,5832,55268
195214,D,2025-04-10 00:00:00.000,APLICACAO INVESTIMENTOS,"64.481,84",0,,237,0,0,0,0,0,NULL
195667,C,2025-05-07 00:00:00.000,RESG AUTOMATICO INVESTIM,"64.188,90",0,,237,0,0,0,0,0,NULL
194612,C,2025-03-06 00:00:00.000,RESG AUTOMATICO INVESTIM,"62.716,67",0,,237,0,0,0,0,0,NULL
199211,D,2025-12-05 00:00:00.000,Lançamento Referente Pagamento Duplicata,"61.980,27",265105122025,1,237,0,0,1,2,2651,265105122025
194975,C,2025-03-25 00:00:00.000,RESG AUTOMATICO INVESTIM,"61.700,18",0,,237,0,0,0,0,0,NULL
195125,C,2025-04-04 00:00:00.000,RESG AUTOMATICO INVESTIM,"60.945,92",0,,237,0,0,0,0,0,NULL
197799,D,2025-09-10 00:00:00.000,APLICACAO CDB,"60.747,46",0,,237,0,0,0,0,0,NULL
195063,D,2025-04-01 00:00:00.000,APLICACAO INVESTIMENTOS,"60.287,02",0,,237,0,0,0,0,0,NULL
195139,D,2025-04-07 00:00:00.000,APLICACAO INVESTIMENTOS,"59.243,71",0,,237,0,0,0,0,0,NULL
197227,C,2025-08-06 00:00:00.000,RESG AUTOMATICO INVESTIM,"58.853,96",0,,237,0,0,0,0,0,NULL
195804,C,2025-05-14 00:00:00.000,Lançamento Referente Recebimento Duplicata,"58.754,52",54211,100,237,2,0,1,1,522,54211
197410,D,2025-08-15 00:00:00.000,APLICACAO CDB,"58.604,74",0,,237,0,0,0,0,0,NULL
194157,C,2025-02-06 00:00:00.000,RESG AUTOMATICO INVESTIM,"58.448,43",0,,237,0,0,0,0,0,NULL
198724,D,2025-11-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"58.059,76",265106112025,1,237,0,0,1,2,2651,265106112025
194934,D,2025-03-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"57.386,39",578325032025,1,237,0,25,1,2,5783,578325032025
194420,C,2025-02-20 00:00:00.000,RESG AUTOMATICO INVESTIM,"57.100,04",0,,237,0,0,0,0,0,NULL
198622,C,2025-10-31 00:00:00.000,Lançamento Referente Recebimento Duplicata,"56.932,51",55123,100,2,2,0,1,1,522,55123
197438,C,2025-08-18 00:00:00.000,Lançamento Referente Recebimento Duplicata,"56.685,70",54932,100,237,2,0,1,1,5832,54932
197891,D,2025-09-12 00:00:00.000,APLICACAO CDB,"55.858,17",0,,237,0,0,0,0,0,NULL
194084,C,2025-01-31 00:00:00.000,RESG AUTOMATICO INVESTIM,"55.851,49",0,,237,0,0,0,0,0,NULL
197499,C,2025-08-20 00:00:00.000,RESG AUTOMATICO INVESTIM,"55.255,52",0,,237,0,0,0,0,0,NULL
199054,D,2025-11-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"55.134,75",578325112025,1,237,0,25,1,2,5783,578325112025
197141,C,2025-07-31 00:00:00.000,RESG AUTOMATICO INVESTIM,"54.979,95",0,,237,0,0,0,0,0,NULL
193719,D,2025-01-10 00:00:00.000,APLICACAO INVESTIMENTOS,"54.748,71",0,,237,0,0,0,0,0,NULL
198716,D,2025-10-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"54.658,83",265106102025,1,237,0,0,1,2,2651,265106102025
197698,D,2025-09-05 00:00:00.000,Lançamento Referente Pagamento Duplicata,"54.208,21",265105092025,1,237,0,0,1,2,2651,265105092025
194565,D,2025-03-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"53.964,54",265106032025,1,237,0,0,1,2,2651,265106032025
195089,D,2025-04-04 00:00:00.000,Lançamento Referente Pagamento Duplicata,"53.010,72",265104042025,1,237,0,0,1,2,2651,265104042025
196648,D,2025-07-04 00:00:00.000,Lançamento Referente Pagamento Duplicata,"52.975,37",265104072025,1,237,0,0,1,2,2651,265104072025
197197,D,2025-08-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"52.439,56",265106082025,1,237,0,0,1,2,2651,265106082025
194333,D,2025-02-17 00:00:00.000,APLICACAO INVESTIMENTOS,"52.382,53",0,,237,0,0,0,0,0,NULL
196485,C,2025-06-20 00:00:00.000,RESG AUTOMATICO INVESTIM,"51.908,42",0,,237,0,0,0,0,0,NULL
195638,D,2025-05-07 00:00:00.000,Lançamento Referente Pagamento Duplicata,"51.276,55",265107052025,1,237,0,0,1,2,2651,265107052025
196131,D,2025-06-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"50.839,15",265106062025,1,237,0,0,1,2,2651,265106062025
196687,C,2025-07-04 00:00:00.000,RESG AUTOMATICO INVESTIM,"50.795,47",0,,237,0,0,0,0,0,NULL
194472,C,2025-02-24 00:00:00.000,RESG AUTOMATICO INVESTIM,"50.540,73",0,,237,0,0,0,0,0,NULL
195928,C,2025-05-20 00:00:00.000,RESG AUTOMATICO INVESTI,"49.852,00",0,,237,0,0,0,0,0,NULL
195561,D,2025-04-30 00:00:00.000,Lançamento Referente Pagamento Duplicata,"49.464,40",580930042025,1,237,0,0,1,2,5809,580930042025
196376,D,2025-06-16 00:00:00.000,APLICACAO CDB,"48.645,69",0,,237,0,0,0,0,0,NULL
193434,D,2025-01-07 00:00:00.000,Lançamento Referente Pagamento Duplicata,"48.214,38",265107012025,1,237,0,0,1,2,2651,265107012025
198614,D,2025-10-31 00:00:00.000,Lançamento Referente Pagamento Duplicata,"47.963,58",580931102025,1,237,0,0,1,2,5809,580931102025
194116,D,2025-02-06 00:00:00.000,Lançamento Referente Pagamento Duplicata,"47.928,51",265106022025,1,237,0,0,1,2,2651,265106022025
198532,D,2025-10-24 00:00:00.000,Lançamento Referente Pagamento Duplicata,"47.455,69",578324102025,1,237,0,25,1,2,5783,578324102025
193929,C,2025-01-20 00:00:00.000,RESG AUTOMATICO INVESTIM,"47.285,92",0,,237,0,0,0,0,0,NULL
198082,D,2025-09-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"46.272,35",578325092025,1,237,0,25,1,2,5783,578325092025
198116,C,2025-09-26 00:00:00.000,Lançamento Referente Recebimento Duplicata,"45.951,84",54974,100,237,2,0,2,1,292,54974
195605,C,2025-05-05 00:00:00.000,Lançamento Referente Recebimento Duplicata,"45.868,45",54154,100,237,2,0,2,1,292,54154
196507,D,2025-06-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"45.158,79",578325062025,1,237,0,25,1,2,5783,578325062025
196538,C,2025-06-25 00:00:00.000,RESG AUTOMATICO INVESTIM,"44.803,90",0,,237,0,0,0,0,0,NULL
194005,C,2025-01-24 00:00:00.000,RESG AUTOMATICO INVESTIM,"44.766,90",0,,237,0,0,0,0,0,NULL
195140,C,2025-04-07 00:00:00.000,Lançamento Referente Recebimento Duplicata,"44.700,17",53965,100,237,2,0,1,1,522,53965
197979,D,2025-09-18 00:00:00.000,APLICACAO CDB,"43.421,41",0,,237,0,0,0,0,0,NULL
196374,C,2025-06-16 00:00:00.000,Lançamento Referente Recebimento Duplicata,"42.751,33",54388,100,237,2,0,1,1,522,54388
197519,D,2025-08-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"42.655,54",578325082025,1,237,0,25,1,2,5783,578325082025
197125,D,2025-07-31 00:00:00.000,Lançamento Referente Pagamento Duplicata,"42.565,30",580931072025,1,237,0,0,1,2,5809,580931072025
193857,D,2025-01-16 00:00:00.000,APLICACAO INVESTIMENTOS,"42.482,15",0,,237,0,0,0,0,0,NULL
194911,C,2025-03-20 00:00:00.000,RESG AUTOMATICO INVESTIM,"41.936,40",0,,237,0,0,0,0,0,NULL
197554,C,2025-08-25 00:00:00.000,RESG AUTOMATICO INVESTIM,"41.843,94",0,,237,0,0,0,0,0,NULL
194471,C,2025-02-25 00:00:00.000,Lançamento Referente Recebimento Duplicata,"41.683,91",54219,100,237,2,0,1,1,462,54219
194434,D,2025-02-21 00:00:00.000,APLICACAO INVESTIMENTOS,"41.671,16",0,,237,0,0,0,0,0,NULL
195589,C,2025-04-30 00:00:00.000,RESG AUTOMATICO INVESTIM,"41.591,17",0,,237,0,0,0,0,0,NULL
195472,D,2025-04-23 00:00:00.000,APLICACAO INVESTIMENTOS,"40.583,52",0,,237,0,0,0,0,0,NULL
194688,D,2025-03-12 00:00:00.000,TED TRANSF ELET DISP * - p/ pgto icms banrisul,"40.136,06",0,,237,0,0,0,0,0,NULL
194689,C,2025-03-12 00:00:00.000,TED TRANSF ELET DISP * - p/ pgto icms banrisul,"40.136,06",0,,41,0,0,0,0,0,NULL
194687,D,2025-03-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"40.136,06",19812032025,1,41,0,25,1,2,198,19812032025
197294,D,2025-08-08 00:00:00.000,APLICACAO CDB,"40.032,33",0,,237,0,0,0,0,0,NULL
196895,C,2025-07-14 00:00:00.000,RESG AUTOMATICO INVESTIM,"40.026,15",0,,237,0,0,0,0,0,NULL
194422,D,2025-02-24 00:00:00.000,Lançamento Referente Pagamento Duplicata,"40.000,00",574622122024,1,237,0,0,3,2,5746,574622122024
193933,D,2025-01-22 00:00:00.000,Lançamento Referente Pagamento Duplicata,"40.000,00",574622122024,1,237,0,0,2,2,5746,574622122024
194914,D,2025-03-24 00:00:00.000,Lançamento Referente Pagamento Duplicata,"40.000,00",574622122024,1,237,0,0,4,2,5746,574622122024
198830,D,2025-11-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"39.346,15",19812112025,1,237,0,25,1,2,198,19812112025
197032,D,2025-07-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"39.110,70",578325072025,1,237,0,25,1,2,5783,578325072025
197398,C,2025-08-15 00:00:00.000,Lançamento Referente Recebimento Duplicata,"38.542,46",55222,100,237,2,0,1,1,5867,55222
196999,C,2025-07-21 00:00:00.000,RESG AUTOMATICO INVESTIM,"38.436,62",0,,237,0,0,0,0,0,NULL
193972,D,2025-01-24 00:00:00.000,Lançamento Referente Pagamento Duplicata,"38.388,96",87124012025,1,237,0,58,1,2,871,87124012025
193790,C,2025-01-13 00:00:00.000,RESG AUTOMATICO INVESTIM,"38.351,23",0,,237,0,0,0,0,0,NULL
195626,D,2025-05-05 00:00:00.000,APLICACAO INVESTIMENTOS,"37.098,77",0,,237,0,0,0,0,0,NULL
194956,C,2025-03-24 00:00:00.000,RESG AUTOMATICO INVESTIM,"36.844,67",0,,237,0,0,0,0,0,NULL
193716,D,2025-01-13 00:00:00.000,TED TRANSF ELET DISP * - pgto icms banrisul,"36.374,41",0,,237,0,0,0,0,0,NULL
193717,C,2025-01-13 00:00:00.000,TED TRANSF ELET DISP * - pgto icms banrisul,"36.374,41",0,,41,0,0,0,0,0,NULL
193715,D,2025-01-13 00:00:00.000,Lançamento Referente Pagamento Duplicata,"36.374,41",19812012025,1,41,0,25,1,2,198,19812012025
196916,D,2025-07-16 00:00:00.000,APLICACAO CDB,"36.072,89",0,,237,0,0,0,0,0,NULL
195960,C,2025-05-23 00:00:00.000,Lançamento Referente Recebimento Duplicata,"35.647,44",54706,100,237,2,0,1,1,462,54706
196071,D,2025-05-30 00:00:00.000,APLICACAO INVESTIMENTOS,"35.506,74",0,,237,0,0,0,0,0,NULL
194751,C,2025-03-12 00:00:00.000,RESG AUTOMATICO INVESTIM,"35.501,18",0,,237,0,0,0,0,0,NULL
197734,D,2025-09-08 00:00:00.000,APLICACAO CDB,"35.000,65",0,,237,0,0,0,0,0,NULL
198052,C,2025-09-22 00:00:00.000,RESG AUTOMATICO INVESTIM,"34.756,65",0,,237,0,0,0,0,0,NULL
195481,D,2025-04-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"33.936,14",578325042025,1,237,0,25,1,2,5783,578325042025
197038,D,2025-07-24 00:00:00.000,APLICACAO CDB,"33.571,96",0,,237,0,0,0,0,0,NULL
197074,C,2025-07-25 00:00:00.000,RESG AUTOMATICO INVESTIM,"33.378,61",0,,237,0,0,0,0,0,NULL
194063,D,2025-01-31 00:00:00.000,Lançamento Referente Pagamento Duplicata,"33.046,94",96731012025,1,237,0,0,1,2,967,96731012025
197810,D,2025-09-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"32.973,73",19812092025,1,237,0,25,1,2,198,19812092025
195944,D,2025-05-23 00:00:00.000,Lançamento Referente Pagamento Duplicata,"32.770,92",578323052025,1,237,0,25,1,2,5783,578323052025
197248,C,2025-08-08 00:00:00.000,*RECEBIMENTO FORNECEDOR,"32.342,44",0,,237,0,0,0,0,0,NULL
198313,D,2025-10-15 00:00:00.000,Lançamento Referente Pagamento Duplicata,"32.087,85",19812102025,1,237,0,25,1,2,198,19812102025
194229,C,2025-02-12 00:00:00.000,TED TRANSF ELET DISP * - PGTO ICMS BANRISUL,"32.046,19",0,,41,0,0,0,0,0,NULL
194230,D,2025-02-12 00:00:00.000,TED TRANSF ELET DISP * - PGTO ICMS BANRISUL,"32.046,19",0,,237,0,0,0,0,0,NULL
197977,C,2025-09-18 00:00:00.000,Lançamento Referente Recebimento Duplicata,"32.011,91",55439,100,237,2,0,1,1,5867,55439
196397,D,2025-06-17 00:00:00.000,APLICACAO CDB,"31.964,05",0,,237,0,0,0,0,0,NULL
194227,D,2025-02-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"31.946,19",19812022025,1,41,0,25,1,2,198,19812022025
195758,D,2025-05-13 00:00:00.000,APLICACAO INVESTIMENTOS,"31.861,48",0,,237,0,0,0,0,0,NULL
193966,C,2025-01-22 00:00:00.000,RESG AUTOMATICO INVESTIM,"31.592,60",0,,237,0,0,0,0,0,NULL
194209,D,2025-02-10 00:00:00.000,APLICACAO INVESTIMENTOS,"31.494,24",0,,237,0,0,0,0,0,NULL
194289,C,2025-02-12 00:00:00.000,RESG AUTOMATICO INVESTIM,"31.253,16",0,,237,0,0,0,0,0,NULL
195534,D,2025-04-29 00:00:00.000,Lançamento Referente Pagamento Duplicata,"31.065,10",140176,1,237,0,22,1,2,92,140176
196247,D,2025-06-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"30.873,85",19812062025,1,237,0,25,1,2,198,19812062025
193939,D,2025-01-21 00:00:00.000,APLICACAO INVESTIMENTOS,"30.742,94",0,,237,0,0,0,0,0,NULL
197154,D,2025-08-01 00:00:00.000,APLICACAO CDB,"30.156,26",0,,237,0,0,0,0,0,NULL
194448,D,2025-02-25 00:00:00.000,Lançamento Referente Pagamento Duplicata,"29.676,98",87125022025,1,237,0,58,1,2,871,87125022025
194667,D,2025-03-10 00:00:00.000,APLICACAO INVESTIMENTOS,"28.782,01",0,,237,0,0,0,0,0,NULL
198941,C,2025-11-18 00:00:00.000,Lançamento Referente Recebimento Duplicata,"28.696,94",55232,100,237,2,0,2,1,292,55232
195981,D,2025-05-23 00:00:00.000,APLICACAO INVESTIMENTOS,"28.687,66",0,,237,0,0,0,0,0,NULL
195320,C,2025-04-14 00:00:00.000,RESG AUTOMATICO INVESTIM,"28.200,60",0,,237,0,0,0,0,0,NULL
194496,D,2025-02-26 00:00:00.000,APLICACAO INVESTIMENTOS,"28.187,94",0,,237,0,0,0,0,0,NULL
194758,D,2025-03-13 00:00:00.000,APLICACAO INVESTIMENTOS,"28.008,23",0,,237,0,0,0,0,0,NULL
196340,C,2025-06-12 00:00:00.000,RESG AUTOMATICO INVESTIM,"27.376,54",0,,237,0,0,0,0,0,NULL
196089,D,2025-06-02 00:00:00.000,APLICACAO INVESTIMENTOS,"26.882,98",0,,237,0,0,0,0,0,NULL
196232,D,2025-06-10 00:00:00.000,APLICACAO CDB,"26.671,31",0,,237,0,0,0,0,0,NULL
196814,D,2025-07-14 00:00:00.000,Lançamento Referente Pagamento Duplicata,"25.895,34",19812072025,1,237,0,25,1,2,198,19812072025
194576,C,2025-03-05 00:00:00.000,Lançamento Referente Recebimento Duplicata,"24.927,36",53664,100,237,2,0,1,1,522,53664
196984,C,2025-07-18 00:00:00.000,RESG AUTOMATICO INVESTIM,"24.789,70",0,,237,0,0,0,0,0,NULL
194064,D,2025-01-31 00:00:00.000,Lançamento Referente Pagamento Duplicata,"24.642,58",96831012025,1,237,0,0,1,2,968,96831012025
195231,D,2025-04-14 00:00:00.000,Lançamento Referente Pagamento Duplicata,"24.301,16",19812042025,1,237,0,25,1,2,198,19812042025
198944,C,2025-11-18 00:00:00.000,Lançamento Referente Recebimento Duplicata,"24.210,45",55780,100,237,2,0,1,1,462,55780
194419,C,2025-02-21 00:00:00.000,Lançamento Referente Recebimento Duplicata,"23.996,94",54115,100,237,2,0,1,1,1207,54115
198175,D,2025-10-02 00:00:00.000,Lançamento Referente Pagamento Duplicata,"23.854,52",142312,1,2,0,22,1,2,92,142312
197505,D,2025-08-21 00:00:00.000,APLICACAO CDB,"23.321,79",0,,237,0,0,0,0,0,NULL
194652,D,2025-03-07 00:00:00.000,APLICACAO INVESTIMENTOS,"23.275,55",0,,237,0,0,0,0,0,NULL
197314,D,2025-08-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"22.903,09",19812082025,1,237,0,25,1,2,198,19812082025
195529,C,2025-04-25 00:00:00.000,RESG AUTOMATICO INVESTIM,"22.857,15",0,,237,0,0,0,0,0,NULL
194479,C,2025-02-26 00:00:00.000,Lançamento Referente Recebimento Duplicata,"22.833,97",53814,100,237,2,0,2,1,292,53814
197021,C,2025-07-24 00:00:00.000,Lançamento Referente Recebimento Duplicata,"22.725,76",54624,100,237,2,0,2,1,292,54624
195711,D,2025-05-12 00:00:00.000,Lançamento Referente Pagamento Duplicata,"21.945,15",19812052025,1,237,0,25,1,2,198,19812052025
197733,C,2025-09-08 00:00:00.000,Lançamento Referente Recebimento Duplicata,"21.625,98",54822,100,237,2,0,1,1,522,54822
197338,C,2025-08-12 00:00:00.000,RESG AUTOMATICO INVESTIM,"21.560,40",0,,237,0,0,0,0,0,NULL
195055,C,2025-04-01 00:00:00.000,Lançamento Referente Recebimento Duplicata,"21.527,61",54441,100,237,2,0,1,1,462,54441
198115,C,2025-09-26 00:00:00.000,Lançamento Referente Recebimento Duplicata,"21.144,83",54973,100,237,2,0,2,1,292,54973
197501,C,2025-08-21 00:00:00.000,Lançamento Referente Recebimento Duplicata,"20.996,12",55190,100,237,2,0,1,1,295,55190
195466,C,2025-04-22 00:00:00.000,RESG AUTOMATICO INVESTIM,"20.585,02",0,,237,0,0,0,0,0,NULL
193928,C,2025-01-21 00:00:00.000,Lançamento Referente Recebimento Duplicata,"20.581,64",54032,100,237,2,0,1,1,462,54032
198369,C,2025-10-16 00:00:00.000,Lançamento Referente Recebimento Duplicata,"20.571,32",55002,100,2,2,0,1,1,522,55002
197310,D,2025-08-11 00:00:00.000,APLICACAO CDB,"20.515,05",0,,237,0,0,0,0,0,NULL
193885,D,2025-01-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"20.490,91",34020012025,1,237,0,19,1,2,340,34020012025
194470,C,2025-02-25 00:00:00.000,Lançamento Referente Recebimento Duplicata,"20.458,46",54218,100,237,2,0,1,1,465,54218
197732,C,2025-09-08 00:00:00.000,Lançamento Referente Recebimento Duplicata,"20.429,50",54821,100,237,2,0,1,1,522,54821
196147,C,2025-06-05 00:00:00.000,RESG AUTOMATICO INVESTIM,"20.158,03",0,,237,0,0,0,0,0,NULL
196574,D,2025-06-27 00:00:00.000,APLICACAO CDB,"19.878,10",0,,237,0,0,0,0,0,NULL
194054,D,2025-01-29 00:00:00.000,APLICACAO INVESTIMENTOS,"19.403,32",0,,237,0,0,0,0,0,NULL
195572,D,2025-05-02 00:00:00.000,Lançamento Referente Pagamento Duplicata,"19.161,68",140208,1,237,0,22,1,2,92,140208
197919,C,2025-09-15 00:00:00.000,Lançamento Referente Recebimento Duplicata,"19.147,94",54852,100,237,2,0,1,1,522,54852
198818,C,2025-11-11 00:00:00.000,Lançamento Referente Recebimento Duplicata,"18.654,39",55370,100,237,2,0,1,1,3198,55370
197966,D,2025-09-19 00:00:00.000,Lançamento Referente Pagamento Duplicata,"18.228,09",34019092025,1,237,0,19,1,2,340,34019092025
194575,C,2025-03-05 00:00:00.000,Lançamento Referente Recebimento Duplicata,"18.046,82",53665,100,237,2,0,1,1,522,53665
195447,C,2025-04-23 00:00:00.000,Lançamento Referente Recebimento Duplicata,"18.003,11",54253,100,237,2,0,1,1,1595,54253
195867,D,2025-05-16 00:00:00.000,APLICACAO INVESTIMENTOS,"17.909,77",0,,237,0,0,0,0,0,NULL
196424,D,2025-06-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.784,58",34020062025,1,237,0,19,1,2,340,34020062025
196627,D,2025-07-01 00:00:00.000,APLICACAO CDB,"17.783,87",0,,237,0,0,0,0,0,NULL
194022,C,2025-01-27 00:00:00.000,RESG AUTOMATICO INVESTIM,"17.755,98",0,,237,0,0,0,0,0,NULL
196635,D,2025-07-02 00:00:00.000,APLICACAO CDB,"17.608,48",0,,237,0,0,0,0,0,NULL
194690,D,2025-03-11 00:00:00.000,APLICACAO INVESTIMENTOS,"17.548,37",0,,237,0,0,0,0,0,NULL
195879,D,2025-05-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.503,34",34020052025,1,237,0,19,1,2,340,34020052025
194478,D,2025-02-25 00:00:00.000,APLICACAO INVESTIMENTOS,"17.260,54",0,,237,0,0,0,0,0,NULL
197450,D,2025-08-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.212,62",34020082025,1,237,0,19,1,2,340,34020082025
195352,D,2025-04-17 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.210,00",34020042025,1,237,0,19,1,2,340,34020042025
194365,D,2025-02-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.189,47",34020022025,1,237,0,19,1,2,340,34020022025
198954,D,2025-11-19 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.182,15",34019112025,1,237,0,19,1,2,340,34019112025
198434,D,2025-10-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"17.170,62",34020102025,1,237,0,19,1,2,340,34020102025
196825,D,2025-07-11 00:00:00.000,APLICACAO CDB,"17.152,09",0,,237,0,0,0,0,0,NULL
196931,D,2025-07-18 00:00:00.000,Lançamento Referente Pagamento Duplicata,"16.955,04",34018072025,1,237,0,19,1,2,340,34018072025
193692,D,2025-01-09 00:00:00.000,APLICACAO INVESTIMENTOS,"16.867,10",0,,237,0,0,0,0,0,NULL
197779,D,2025-09-10 00:00:00.000,Lançamento Referente Pagamento Duplicata,"16.858,08",141995,1,237,0,22,1,2,92,141995
197120,D,2025-07-30 00:00:00.000,APLICACAO CDB,"16.845,08",0,,237,0,0,0,0,0,NULL
198031,C,2025-09-19 00:00:00.000,RESG AUTOMATICO INVESTIM,"16.759,32",0,,237,0,0,0,0,0,NULL
196936,D,2025-07-17 00:00:00.000,APLICACAO CDB,"16.560,90",0,,237,0,0,0,0,0,NULL
198368,C,2025-10-16 00:00:00.000,Lançamento Referente Recebimento Duplicata,"16.407,63",55003,100,2,2,0,1,1,522,55003
194847,D,2025-03-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"16.293,23",34020032025,1,237,0,19,1,2,340,34020032025
198916,D,2025-11-17 00:00:00.000,Lançamento Referente Pagamento Duplicata,"16.147,43",142888,1,2,0,22,1,2,92,142888
196709,D,2025-07-07 00:00:00.000,APLICACAO CDB,"16.076,64",0,,237,0,0,0,0,0,NULL
193956,D,2025-01-23 00:00:00.000,Lançamento Referente Pagamento Duplicata,"16.071,75",139091,1,237,0,22,1,2,92,139091
197211,D,2025-08-07 00:00:00.000,Lançamento Referente Pagamento Duplicata,"15.877,59",141538,1,237,0,22,1,2,92,141538
195912,C,2025-05-19 00:00:00.000,RESG AUTOMATICO INVESTIM,"15.733,93",0,,237,0,0,0,0,0,NULL
198351,C,2025-10-14 00:00:00.000,Lançamento Referente Recebimento Duplicata,"15.600,57",55523,100,237,2,0,1,1,462,55523
194816,C,2025-03-17 00:00:00.000,Lançamento Referente Recebimento Duplicata,"15.370,90",54099,100,237,2,0,1,1,3902,54099
196631,D,2025-07-03 00:00:00.000,Lançamento Referente Pagamento Duplicata,"15.286,39",141095,1,237,0,22,1,2,92,141095
194545,D,2025-02-28 00:00:00.000,APLICACAO INVESTIMENTOS,"15.183,94",0,,237,0,0,0,0,0,NULL
198139,D,2025-10-01 00:00:00.000,Lançamento Referente Pagamento Duplicata,"14.764,36",142242,1,2,0,22,1,2,92,142242
194805,C,2025-03-18 00:00:00.000,Lançamento Referente Recebimento Duplicata,"14.735,49",54088,100,237,2,0,1,1,1595,54088
196206,D,2025-06-09 00:00:00.000,APLICACAO CDB,"14.670,65",0,,237,0,0,0,0,0,NULL
198623,C,2025-10-31 00:00:00.000,Lançamento Referente Recebimento Duplicata,"14.312,58",55122,100,2,2,0,1,1,522,55122
198365,D,2025-10-16 00:00:00.000,Lançamento Referente Pagamento Duplicata,"14.249,94",142506,1,2,0,22,1,2,92,142506
198677,D,2025-11-04 00:00:00.000,Lançamento Referente Pagamento Duplicata,"14.167,34",142750,1,2,0,22,1,2,92,142750
198451,D,2025-10-20 00:00:00.000,Lançamento Referente Pagamento Duplicata,"14.150,60",142521,1,2,0,22,1,2,92,142521
194743,C,2025-03-13 00:00:00.000,Lançamento Referente Recebimento Duplicata,"14.144,31",54136,100,237,2,0,1,1,699,54136
194309,C,2025-02-13 00:00:00.000,Lançamento Referente Recebimento Duplicata,"14.069,30",54001,100,237,2,0,1,1,355,54001
194104,D,2025-02-05 00:00:00.000,Lançamento Referente Pagamento Duplicata,"14.066,89",139272,1,237,0,22,1,2,92,139272
195344,D,2025-04-15 00:00:00.000,APLICACAO INVESTIMENTOS,"13.993,23",0,,237,0,0,0,0,0,NULL
